Území;Roky;Typ ceny;Očištění;Země;Ukazatel;value
Česko;2024;Běžné ceny;Bez očištění;Laoská lidově demokratická republika;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Laoská lidově demokratická republika;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Laoská lidově demokratická republika;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Lesotho;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Lesotho;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Lesotho;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Lesotho;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Lesotho;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Lesotho;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Lesotho;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Libanon;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Libanon;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Libanon;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Libanon;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Libanon;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Libanon;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Libanon;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Libérie;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Libérie;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Libérie;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Libérie;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Libérie;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Libérie;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Libérie;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Libye;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Libye;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Libye;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Libye;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Libye;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Libye;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Libye;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Lichtenštejnsko;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Lichtenštejnsko;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Lichtenštejnsko;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Lichtenštejnsko;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Lichtenštejnsko;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Lichtenštejnsko;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Lichtenštejnsko;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Litva;Vývoz (v mil. Kč, FOB);16509.853498
Česko;2024;Běžné ceny;Bez očištění;Litva;Dovoz (v mil. Kč, CIF);9228.691843
Česko;2024;Běžné ceny;Bez očištění;Litva;Bilance (v mil. Kč);7281.161655
Česko;2024;Běžné ceny;Bez očištění;Litva;Obrat zboží (v mil. Kč);25738.545341
Česko;2024;Běžné ceny;Bez očištění;Litva;Vývoz (meziroční index);118.7099472167
Česko;2024;Běžné ceny;Bez očištění;Litva;Dovoz (meziroční index);105.6213446619
Česko;2024;Běžné ceny;Bez očištění;Litva;Obrat zboží (meziroční index);113.6597935043
Česko;2024;Běžné ceny;Bez očištění;Lotyšsko;Vývoz (v mil. Kč, FOB);9523.724472
Česko;2024;Běžné ceny;Bez očištění;Lotyšsko;Dovoz (v mil. Kč, CIF);3028.674015
Česko;2024;Běžné ceny;Bez očištění;Lotyšsko;Bilance (v mil. Kč);6495.050457
Česko;2024;Běžné ceny;Bez očištění;Lotyšsko;Obrat zboží (v mil. Kč);12552.398487
Česko;2024;Běžné ceny;Bez očištění;Lotyšsko;Vývoz (meziroční index);93.2917114381
Česko;2024;Běžné ceny;Bez očištění;Lotyšsko;Dovoz (meziroční index);99.2051882811
Česko;2024;Běžné ceny;Bez očištění;Lotyšsko;Obrat zboží (meziroční index);94.6530588873
Česko;2024;Běžné ceny;Bez očištění;Lucembursko;Vývoz (v mil. Kč, FOB);8895.304035
Česko;2024;Běžné ceny;Bez očištění;Lucembursko;Dovoz (v mil. Kč, CIF);4781.431976
Česko;2024;Běžné ceny;Bez očištění;Lucembursko;Bilance (v mil. Kč);4113.872059
Česko;2024;Běžné ceny;Bez očištění;Lucembursko;Obrat zboží (v mil. Kč);13676.736011
Česko;2024;Běžné ceny;Bez očištění;Lucembursko;Vývoz (meziroční index);106.7849853491
Česko;2024;Běžné ceny;Bez očištění;Lucembursko;Dovoz (meziroční index);90.7354823251
Česko;2024;Běžné ceny;Bez očištění;Lucembursko;Obrat zboží (meziroční index);100.5661133215
Česko;2024;Běžné ceny;Bez očištění;Macao;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Macao;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Macao;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Macao;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Macao;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Macao;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Macao;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Madagaskar;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Madagaskar;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Madagaskar;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Madagaskar;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Madagaskar;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Madagaskar;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Madagaskar;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Maďarsko;Vývoz (v mil. Kč, FOB);140901.332483
Česko;2024;Běžné ceny;Bez očištění;Maďarsko;Dovoz (v mil. Kč, CIF);99907.514546
Česko;2024;Běžné ceny;Bez očištění;Maďarsko;Bilance (v mil. Kč);40993.817937
Česko;2024;Běžné ceny;Bez očištění;Maďarsko;Obrat zboží (v mil. Kč);240808.847029
Česko;2024;Běžné ceny;Bez očištění;Maďarsko;Vývoz (meziroční index);101.8004446985
Česko;2024;Běžné ceny;Bez očištění;Maďarsko;Dovoz (meziroční index);94.5618223951
Česko;2024;Běžné ceny;Bez očištění;Maďarsko;Obrat zboží (meziroční index);98.6668902853
Česko;2024;Běžné ceny;Bez očištění;Malajsie;Vývoz (v mil. Kč, FOB);5330.225985
Česko;2024;Běžné ceny;Bez očištění;Malajsie;Dovoz (v mil. Kč, CIF);27117.038124
Česko;2024;Běžné ceny;Bez očištění;Malajsie;Bilance (v mil. Kč);-21786.812139
Česko;2024;Běžné ceny;Bez očištění;Malajsie;Obrat zboží (v mil. Kč);32447.264109
Česko;2024;Běžné ceny;Bez očištění;Malajsie;Vývoz (meziroční index);157.1042429445
Česko;2024;Běžné ceny;Bez očištění;Malajsie;Dovoz (meziroční index);101.1130929304
Česko;2024;Běžné ceny;Bez očištění;Malajsie;Obrat zboží (meziroční index);107.4010187967
Česko;2024;Běžné ceny;Bez očištění;Malawi;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Malawi;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Malawi;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Malawi;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Malawi;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Malawi;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Malawi;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Maledivy;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Maledivy;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Maledivy;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Maledivy;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Maledivy;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Maledivy;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Maledivy;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mali;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Mali;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Mali;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Mali;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Mali;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mali;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mali;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Malta;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Malta;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Malta;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Malta;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Malta;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Malta;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Malta;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Maroko;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Maroko;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Maroko;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Maroko;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Maroko;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Maroko;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Maroko;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Marshallovy ostrovy;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Marshallovy ostrovy;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Marshallovy ostrovy;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Marshallovy ostrovy;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Marshallovy ostrovy;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Marshallovy ostrovy;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Marshallovy ostrovy;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mauricius;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Mauricius;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Mauricius;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Mauricius;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Mauricius;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mauricius;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mauricius;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mauritánie;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Mauritánie;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Mauritánie;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Mauritánie;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Mauritánie;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mauritánie;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mauritánie;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Melilla;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Melilla;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Melilla;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Melilla;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Melilla;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Melilla;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Melilla;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Menší odlehlé ostrovy USA;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Menší odlehlé ostrovy USA;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Menší odlehlé ostrovy USA;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Menší odlehlé ostrovy USA;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Menší odlehlé ostrovy USA;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Menší odlehlé ostrovy USA;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Menší odlehlé ostrovy USA;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mexiko;Vývoz (v mil. Kč, FOB);21805.518412
Česko;2024;Běžné ceny;Bez očištění;Mexiko;Dovoz (v mil. Kč, CIF);16200.561642
Česko;2024;Běžné ceny;Bez očištění;Mexiko;Bilance (v mil. Kč);5604.95677
Česko;2024;Běžné ceny;Bez očištění;Mexiko;Obrat zboží (v mil. Kč);38006.080054
Česko;2024;Běžné ceny;Bez očištění;Mexiko;Vývoz (meziroční index);94.505621283
Česko;2024;Běžné ceny;Bez očištění;Mexiko;Dovoz (meziroční index);109.9011819588
Česko;2024;Běžné ceny;Bez očištění;Mexiko;Obrat zboží (meziroční index);100.5072265458
Česko;2024;Běžné ceny;Bez očištění;Mnohonárodní stát Bolívie;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Mnohonárodní stát Bolívie;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Mnohonárodní stát Bolívie;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Mnohonárodní stát Bolívie;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Mnohonárodní stát Bolívie;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mnohonárodní stát Bolívie;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mnohonárodní stát Bolívie;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Moldavská republika;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Moldavská republika;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Moldavská republika;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Moldavská republika;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Moldavská republika;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Moldavská republika;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Moldavská republika;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mongolsko;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Mongolsko;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Mongolsko;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Mongolsko;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Mongolsko;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mongolsko;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mongolsko;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Montserrat;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Montserrat;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Montserrat;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Montserrat;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Montserrat;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Montserrat;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Montserrat;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mosambik;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Mosambik;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Mosambik;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Mosambik;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Mosambik;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mosambik;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Mosambik;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Myanmar;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Myanmar;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Myanmar;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Myanmar;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Myanmar;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Myanmar;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Myanmar;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Namibie;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Namibie;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Namibie;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Namibie;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Namibie;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Namibie;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Namibie;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nauru;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Nauru;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Nauru;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Nauru;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Nauru;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nauru;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nauru;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Německo;Vývoz (v mil. Kč, FOB);1365838.338268
Česko;2024;Běžné ceny;Bez očištění;Německo;Dovoz (v mil. Kč, CIF);1004314.576501
Česko;2024;Běžné ceny;Bez očištění;Německo;Bilance (v mil. Kč);361523.761767
Česko;2024;Běžné ceny;Bez očištění;Německo;Obrat zboží (v mil. Kč);2370152.914769
Česko;2024;Běžné ceny;Bez očištění;Německo;Vývoz (meziroční index);101.3492087273
Česko;2024;Běžné ceny;Bez očištění;Německo;Dovoz (meziroční index);101.4418323659
Česko;2024;Běžné ceny;Bez očištění;Německo;Obrat zboží (meziroční index);101.388435861
Česko;2024;Běžné ceny;Bez očištění;Nepál;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Nepál;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Nepál;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Nepál;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Nepál;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nepál;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nepál;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Niger;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Niger;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Niger;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Niger;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Niger;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Niger;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Niger;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nigérie;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Nigérie;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Nigérie;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Nigérie;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Nigérie;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nigérie;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nigérie;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nikaragua;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Nikaragua;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Nikaragua;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Nikaragua;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Nikaragua;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nikaragua;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nikaragua;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Niue;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Niue;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Niue;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Niue;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Niue;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Niue;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Niue;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nizozemsko;Vývoz (v mil. Kč, FOB);147718.470238
Česko;2024;Běžné ceny;Bez očištění;Nizozemsko;Dovoz (v mil. Kč, CIF);111430.224847
Česko;2024;Běžné ceny;Bez očištění;Nizozemsko;Bilance (v mil. Kč);36288.245391
Česko;2024;Běžné ceny;Bez očištění;Nizozemsko;Obrat zboží (v mil. Kč);259148.695085
Česko;2024;Běžné ceny;Bez očištění;Nizozemsko;Vývoz (meziroční index);98.8745377861
Česko;2024;Běžné ceny;Bez očištění;Nizozemsko;Dovoz (meziroční index);102.9822903608
Česko;2024;Běžné ceny;Bez očištění;Nizozemsko;Obrat zboží (meziroční index);100.5999524555
Česko;2024;Běžné ceny;Bez očištění;Norfolk;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Norfolk;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Norfolk;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Norfolk;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Norfolk;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Norfolk;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Norfolk;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Norsko;Vývoz (v mil. Kč, FOB);24091.718342
Česko;2024;Běžné ceny;Bez očištění;Norsko;Dovoz (v mil. Kč, CIF);54996.370194
Česko;2024;Běžné ceny;Bez očištění;Norsko;Bilance (v mil. Kč);-30904.651852
Česko;2024;Běžné ceny;Bez očištění;Norsko;Obrat zboží (v mil. Kč);79088.088536
Česko;2024;Běžné ceny;Bez očištění;Norsko;Vývoz (meziroční index);114.5145402474
Česko;2024;Běžné ceny;Bez očištění;Norsko;Dovoz (meziroční index);64.0653905525
Česko;2024;Běžné ceny;Bez očištění;Norsko;Obrat zboží (meziroční index);73.995531392
Česko;2024;Běžné ceny;Bez očištění;Nová Kaledonie;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Nová Kaledonie;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Nová Kaledonie;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Nová Kaledonie;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Nová Kaledonie;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nová Kaledonie;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nová Kaledonie;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nový Zéland;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Nový Zéland;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Nový Zéland;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Nový Zéland;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Nový Zéland;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nový Zéland;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Nový Zéland;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Okupované palestinské území;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Okupované palestinské území;Dovoz (v mil. Kč, CIF);
Česko;2024;Běžné ceny;Bez očištění;Okupované palestinské území;Bilance (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Okupované palestinské území;Obrat zboží (v mil. Kč);
Česko;2024;Běžné ceny;Bez očištění;Okupované palestinské území;Vývoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Okupované palestinské území;Dovoz (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Okupované palestinské území;Obrat zboží (meziroční index);
Česko;2024;Běžné ceny;Bez očištění;Omán;Vývoz (v mil. Kč, FOB);
Česko;2024;Běžné ceny;Bez očištění;Omán;Dovoz (v mil. Kč, CIF);
